Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,org.jkiss.dbeaver.model.exec,DBCException,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ServiceRegistry; Log; ModelPreferences; DBPConnectionConfiguration; DBPConnectionBootstrap; GeneralUtils; ApplicationDescriptor; DBPApplication; DBPPlatform; DBPWorkspace; DBPProject; DBPDataSourceRegistry; DBWNetworkProfile; DBWHandlerConfiguration; DBPDataSourceContainer; DBSObjectFilter; SQLUtils; SQLDialect; DBPDataSource; DBDDataFilter; DBDAttributeBinding; DBDRowIdentifier; DBSEntity; DBSEntityType; DBIcon; DBSEntityConstraint; DBUtils; DBSDataContainer; DBCSession; DBCExecutionContext; DBCExecutionContextDefaults; DBCException; DBCStatement; DBCResultSet; DBDDataReceiver; DBVEntity; DBVContainer; DBVModel; DBVObject; JSONUtils; DBNDatabaseNode; DBXTreeItem; AbstractDescriptor; DBXTreeNode; DBNNode; DBNModel; DBNRoot; DBNProject; DBNProjectDatabases; DBNLocalFolder; DBNDataSource; DBNUtils; DBXTreeFolder; DBPDataSourceProviderRegistry; DBPDataSourceProviderDescriptor; DBPDriver; DBPAuthModelDescriptor; DBPConnectionType; DBWorkbench; DBPApplicationWorkbench; AbstractApplication; ApplicationRegistry; RuntimeUtils; DBPDriverSubstitutionDescriptor; DBPDriverSubstitution; DBPEditorContribution; DBXTreeObject; DBNResource; DBPResourceHandler; DBNEvent; DBPPlatformDesktop; DBPWorkspaceDesktop; DBPResourceHandlerDescriptor; DBPResourceTypeDescriptor; ResourceUtils; ContentUtils; AbstractJob; DBEObjectManager; DBECommand; DBEPersistAction; DBNRegistry; DBNModelExtenderDescriptor; DBNModelExtender; DBNNodeExtendable; INavigatorListener; DBSObjectState; DBVUtils; DBVEntityAttribute; DBNLegacyUtils; DBNFileSystems; DBNFileSystem; DBNFileSystemRoot; DBFFileSystemDescriptor; DBFFileSystemProvider; DBFFileSystemManager; DBNPathBase; DBNPath; EFSNIOResource; EFSNIOFileStore; EFSNIOListener; EFSNIOMonitor; DBXTreeIcon; DBNDatabaseItem; DBValueFormatting; DBExecUtils; DBPErrorAssistant; DBCTransactionManager; DBCSavepoint; SQLQuery; SQLSelectItem; SQLSemanticProcessor; DBDAttributeConstraint; DBECommandContext; DBECommandListener; QMMConnectionInfo; QMMProjectInfo; QMMStatementInfo; QMMStatementExecuteInfo; QMMTransactionSavepointInfo; QMMTransactionInfo; QMMObject; InvalidateJob; DBObjectNameCaseTransformer; QMUtils; QMExecutionHandler; DBRFeature; DBRFeatureRegistry; DBRFeatureTracker; QMEventBrowser; QMEventCursor; QMMetaEventEntity; DBVEntityForeignKey; DBVModelSerializerLegacy; DBVEntityConstraint; DBEObjectRenamer; DBVModelSerializerModern; DBSEntityAssociation; DBSInstance; DBServiceConnections; DefaultValueHandler; DBDAttributeTransformer; SQLSyntaxManager; SQLQueryParameter; DBSSecretController; DBInfoUtils; DBAAuthProfile; DBACredentialsProvider; DBACertificateStorage; SystemVariablesResolver; AuthModelDatabaseNative; DBPDataSourceProvider; PrefUtils; DataFormatterProfile; DataFormatterDescriptor; PropertyDescriptor; DataFormatterRegistry
.,org.jkiss.dbeaver.model.exec,DBCExecutionPurpose,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; title; user
.,org.jkiss.dbeaver.model.exec,DBCFeatureNotSupportedException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCFeatureNotSupportedException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DBCException
.,org.jkiss.dbeaver.model.exec,DBCInvalidatePhase,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.model.exec,DBCLogicalOperator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: stringValue; argumentCount
.,org.jkiss.dbeaver.model.exec,DBCParameterizedStatement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCQueryTransformerExt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCQueryTransformProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCQueryTransformProviderExt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCQueryTransformType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.model.exec,DBCResultFiltered,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCResultSetSampleProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCResultSetTrace,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCScriptContext,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: title; name; value; type
.,org.jkiss.dbeaver.model.exec,DBCScriptContext,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DBCScriptContextListener; DBCScriptContext
.,org.jkiss.dbeaver.model.exec,DBCScriptContext.VariableType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: title
.,org.jkiss.dbeaver.model.exec,DBCScriptContext.VariableType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCScriptContext.VariableInfo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; value; type
.,org.jkiss.dbeaver.model.exec,DBCScriptContext.VariableInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCScriptContext.VariableInfo,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; value; type
.,org.jkiss.dbeaver.model.exec,DBCScriptContextListener.ContextAction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.model.exec,DBCScriptContextListener.ContextAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCScriptStatement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCStatementType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.model.exec,DBCStatistics,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
.,org.jkiss.dbeaver.model.exec,DBCTransaction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBCWarning,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBExceptionWithHistory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec,DBExecUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_READ_FETCH_SIZE; log; ACTIVE_CONTEXT; ACTIVE_CONTEXTS; BROWSE_LAZY_ASSOCIATIONS; recoveryStack; recoveryDepth; recoveryFailed
.,org.jkiss.dbeaver.model.exec,DBExecUtils,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: DBCSession; DBCException in method tryExecuteRecover
.,org.jkiss.dbeaver.model.exec,DBExecUtils,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
.,org.jkiss.dbeaver.model.exec,DBExecUtils,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: DesktopUI; SelectActiveSchemaHandler; DataExporterXLSX; DataExporterCSV; DiagramObjectCollector; ERDUtils; OracleAlterTableColumnTest; OracleBaseTableTest; PostgreDataSource; PostgreTableBaseTest; PostgreFDWConfigWizard; PostgreFDWConfigWizardPageFinal; SQLiteBaseTableDDLTest; AbstractObjectManager; DBNDatabaseNode; DBTaskUtils; DataSourceMonitorJob; GlobalProxyAuthenticator; GlobalProxySelector; ObjectPropertyDescriptor; JDBCConnectionImpl; JDBCRemoteInstance; DatabaseLazyEditorInput; ResultSetUtils; ResultSetHandlerMain; SpreadsheetPresentation; GenericFilterValueEdit; SQLGeneratorDialog; SQLObjectDocumentProvider; SQLCompletionProcessor; EntityEditor; NavigatorHandlerSetDefaultObject; GotoObjectDialog; GenericBaseTableDDLTest. Outgoing dependencies: Log; DBPDataSourceContainer; DBPConnectionConfiguration; DBPDataSource; DBPErrorAssistant; DBCExecutionContext; DBCStatement; DBCSession; DBEPersistAction; DBCException; DBCTransactionManager; SQLDialect; DBCExecutionContextDefaults; DBSCatalog; DBSSchema; DBPPreferenceStore; DBPConnectionType; DBVEntity; DBCAttributeMetaData; DBCResultSet; SQLQuery; DBCExecutionSource; DBCEntityMetaData; SQLSelectItem; DBECommandContext; QMMConnectionInfo; QMMStatementExecuteInfo; DBWHandlerType; ModelPreferences; DBCExecutionPurpose; ModelMessages; DBUtils; InvalidateJob; DBWorkbench; SQLUtils; DBVUtils; DBObjectNameCaseTransformer; QMUtils
.,org.jkiss.dbeaver.model.exec,DBExecUtils.RecoveryState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: recoveryDepth; recoveryFailed
.,org.jkiss.dbeaver.model.exec,DBExecUtils.RecoveryState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec.plan,DBCPlanNodeKind,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: title; objectType
.,org.jkiss.dbeaver.model.exec.plan,DBCPlanStyle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,org.jkiss.dbeaver.model.exec.plan,DBCQueryPlannerSerializable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec.plan,DBCSavedQueryPlanner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec.trace,DBCTraceDynamic,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.model.exec.trace,DBCTraceProperty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
